emp_no,first_name,last_name,birth_date,from_date,to_date,title
260757,Heon,Lunn,1964-03-19,1998-09-05,9999-01-01,Senior Staff
260762,Mabhin,Karunanithi,1963-03-07,1994-07-17,9999-01-01,Engineer
260768,Elvia,Valiente,1964-04-21,1989-09-18,9999-01-01,Senior Engineer
260776,Susanta,Douceur,1963-07-06,1995-07-25,9999-01-01,Engineer
260782,Karsten,Wilharm,1963-09-28,1994-05-05,9999-01-01,Engineer
260799,Arup,Dulay,1964-09-11,1999-02-05,9999-01-01,Engineer
260802,Oddvar,Frolund,1963-11-21,1999-12-24,9999-01-01,Staff
260803,Luisa,Braunschweig,1964-09-10,1985-03-03,9999-01-01,Senior Staff
260812,Yishai,Keustermans,1963-11-06,1990-08-20,9999-01-01,Senior Engineer
260814,Kauko,Narlikar,1963-08-22,1998-08-02,9999-01-01,Staff
260815,Arne,Lammel,1963-03-10,1989-10-30,9999-01-01,Technique Leader
260819,Fay,Szemeredi,1964-06-10,1987-02-15,9999-01-01,Senior Staff
260820,Shaw,Juneja,1964-04-01,1985-06-24,9999-01-01,Staff
260825,Terresa,Cannata,1963-01-16,1994-10-01,9999-01-01,Senior Engineer
260829,Harngdar,Brandsma,1964-04-22,1999-08-30,9999-01-01,Engineer
260830,Shridhar,Herber,1964-12-25,1993-10-26,9999-01-01,Staff
260832,Shigeu,Langford,1964-10-21,1986-12-19,9999-01-01,Staff
260846,Bernt,Highland,1964-09-25,1990-02-15,9999-01-01,Senior Engineer
260856,Diederik,Veevers,1963-07-01,1999-06-05,9999-01-01,Technique Leader
260859,Stamatina,Gien,1964-05-27,1988-01-29,9999-01-01,Assistant Engineer
260870,Nitsan,Neimat,1963-04-28,1990-12-09,9999-01-01,Staff
260879,Kristof,Lovengreen,1963-07-23,1991-11-03,9999-01-01,Senior Engineer
260890,Amstein,Shinomoto,1964-06-14,1993-11-22,9999-01-01,Staff
260901,Narain,Mukaidono,1964-04-28,1996-02-11,9999-01-01,Senior Staff
260904,Lobel,Angelopoulos,1963-07-24,1991-04-14,9999-01-01,Senior Staff
260907,Paddy,Veevers,1963-05-09,1986-09-03,9999-01-01,Staff
260919,Mari,Luca,1963-02-09,1998-11-05,9999-01-01,Engineer
260924,Kwangsub,Flexer,1963-02-19,1986-04-19,9999-01-01,Senior Engineer
260931,Hauke,Brizzi,1963-11-02,1990-12-28,9999-01-01,Staff
260932,Ranga,Gronowski,1964-11-10,1991-05-02,9999-01-01,Engineer
260937,Chinho,Feinberg,1964-11-26,1997-09-12,9999-01-01,Assistant Engineer
260938,Dhritiman,Avouris,1963-11-10,1991-02-13,9999-01-01,Senior Engineer
260951,Ulf,Pauthner,1963-03-05,1995-05-25,9999-01-01,Engineer
260953,Doowon,Mukaidono,1964-11-05,1990-10-09,9999-01-01,Engineer
260956,Shuky,Picht,1964-12-13,2002-06-04,9999-01-01,Staff
260988,Geoffrey,Ushiama,1964-01-23,1985-02-27,9999-01-01,Engineer
260990,Vishu,Klyachko,1963-01-22,1993-05-24,9999-01-01,Staff
261002,Karlis,Perelgut,1964-10-13,1993-05-16,9999-01-01,Senior Engineer
261014,Guozhong,Heering,1963-10-21,1996-07-27,9999-01-01,Staff
261026,Bingning,Rikino,1963-03-22,1994-07-29,9999-01-01,Staff
261027,Saeko,Cooke,1963-08-02,1988-07-26,9999-01-01,Senior Staff
261034,Unal,Bale,1963-03-25,1998-09-03,9999-01-01,Senior Engineer
261041,Willard,Panienski,1964-02-03,1985-04-08,9999-01-01,Senior Engineer
261043,Annemarie,Bresenham,1964-10-31,1985-03-10,9999-01-01,Senior Engineer
261052,Takahito,Ertl,1963-10-15,1989-05-23,9999-01-01,Staff
261055,Barna,Hofmeyr,1964-11-14,1990-11-02,9999-01-01,Senior Engineer
261061,Kasturi,Aloisi,1964-11-11,1994-08-29,9999-01-01,Staff
261063,Irena,Schoegge,1964-08-02,1986-10-20,9999-01-01,Staff
261064,Mohamadou,Emmerich,1963-01-03,1994-03-20,9999-01-01,Engineer
261077,Lijia,Hebert,1964-03-15,1992-09-02,9999-01-01,Staff
261079,Fumitake,Nanard,1964-10-28,1985-02-16,9999-01-01,Technique Leader
261083,Ohad,Imataki,1964-07-22,1999-02-10,9999-01-01,Staff
261086,Shao,Rande,1963-08-13,1992-08-21,9999-01-01,Senior Engineer
261089,Guttorm,Matzel,1964-05-23,1997-12-08,9999-01-01,Senior Engineer
261105,Shin,Ginneken,1964-08-24,2002-03-08,9999-01-01,Staff
261106,Nobuyoshi,Dayang,1964-12-09,1992-12-29,9999-01-01,Senior Engineer
261111,Billie,Makinen,1964-05-25,1994-11-17,9999-01-01,Staff
261118,KayLiang,Sridhar,1963-05-11,1992-08-02,9999-01-01,Senior Engineer
261137,Vesna,Hambrick,1964-05-06,1990-07-12,9999-01-01,Staff
261145,Srinidhi,Gadepally,1964-11-17,1991-10-07,9999-01-01,Staff
261151,DAIDA,Oaver,1963-08-28,1985-12-27,9999-01-01,Staff
261156,Yolla,Breugel,1964-06-25,1992-09-17,9999-01-01,Senior Engineer
261164,Conrado,Sundgren,1963-01-10,1998-12-31,9999-01-01,Senior Staff
261167,Jiakeng,Frezza,1963-11-05,1991-06-25,9999-01-01,Senior Staff
261175,Nidapan,Coorg,1964-10-17,1988-10-12,9999-01-01,Staff
261184,Masako,Kornatzky,1965-01-30,1987-08-29,9999-01-01,Senior Engineer
261200,Fei,Baezner,1963-01-22,1999-09-30,9999-01-01,Staff
261233,Oksana,Seiwald,1963-11-24,1997-12-24,9999-01-01,Senior Staff
261251,Alexius,Gente,1963-08-30,1997-01-01,9999-01-01,Staff
261253,Adin,Kriebel,1963-09-08,2000-05-07,9999-01-01,Senior Engineer
261258,Mayuri,Fargier,1963-04-13,1987-03-09,9999-01-01,Senior Engineer
261269,Sverrir,Luef,1963-06-14,1998-06-20,9999-01-01,Senior Engineer
261270,Gill,Nourani,1963-02-24,1989-12-10,9999-01-01,Assistant Engineer
261280,Stafford,Farrow,1963-02-27,1985-06-01,9999-01-01,Engineer
261286,Gift,Pollacia,1963-06-03,1995-11-26,9999-01-01,Senior Staff
261288,Jiong,Fujisawa,1964-09-28,1989-02-24,9999-01-01,Senior Engineer
261295,Kwangjo,Gronowski,1963-08-09,1999-01-21,9999-01-01,Engineer
261296,Pranjal,Stentiford,1964-07-09,1996-01-12,9999-01-01,Engineer
261305,Khun,Nitsch,1964-06-22,1999-03-16,9999-01-01,Senior Staff
261310,Domenick,Hartvigsen,1963-06-25,1990-01-08,9999-01-01,Engineer
261312,Xiaoheng,Salverda,1963-01-22,1989-02-17,9999-01-01,Senior Engineer
261332,Wanqing,Rande,1964-03-13,1999-10-01,9999-01-01,Engineer
261341,Yuchang,Pocchiola,1964-12-06,1987-12-16,9999-01-01,Staff
261344,Mandell,Porotnikoff,1964-09-26,1998-12-09,9999-01-01,Engineer
261345,Bowen,Meriste,1964-09-26,1995-10-03,9999-01-01,Technique Leader
261368,Katsuo,Lanzelotte,1963-12-23,1992-07-17,9999-01-01,Senior Engineer
261373,Prasadram,Caine,1963-07-27,1989-05-03,9999-01-01,Engineer
261382,Sungwon,Iivonen,1963-09-16,1989-05-09,9999-01-01,Senior Engineer
261418,Jaber,Prochazka,1964-09-19,1996-05-01,9999-01-01,Technique Leader
261430,Oksana,Roccetti,1963-07-18,1998-10-11,9999-01-01,Engineer
261442,Yifei,Famili,1963-10-26,1988-11-01,9999-01-01,Engineer
261449,Sampalli,Zolotykh,1963-07-23,1988-04-07,9999-01-01,Senior Staff
261453,Kenton,Lieblein,1963-02-17,2000-05-11,9999-01-01,Senior Staff
261462,Genevieve,Perez,1964-03-12,1996-12-10,9999-01-01,Senior Staff
261473,Seshu,Szilard,1964-05-21,1995-07-12,9999-01-01,Engineer
261475,Fai,Heijenga,1963-11-05,1995-11-01,9999-01-01,Senior Engineer
261478,Bingning,Bahk,1964-03-28,1988-07-14,9999-01-01,Senior Staff
261491,Jessie,Oehlmann,1964-02-03,1996-10-26,9999-01-01,Engineer
261497,Charmane,Luga,1964-01-18,1988-01-13,9999-01-01,Senior Engineer
261509,Shugo,Babb,1963-01-15,1989-07-03,9999-01-01,Staff
261513,Valery,Koblick,1963-09-13,1991-07-09,9999-01-01,Senior Engineer
261520,JoAnne,Papsdorf,1963-10-05,1994-08-10,9999-01-01,Senior Engineer
261521,Kayoko,Baezner,1964-05-01,2000-05-08,9999-01-01,Engineer
261529,Yunming,Naudin,1964-04-04,1989-06-30,9999-01-01,Senior Staff
261537,Arlette,Lieblein,1963-04-07,1990-04-12,9999-01-01,Senior Staff
261556,Mary,Camurati,1963-09-02,1990-02-16,9999-01-01,Senior Staff
261557,Demin,Eppinger,1963-06-10,1998-06-11,9999-01-01,Engineer
261564,Yonghoan,Guardalben,1963-07-28,1995-11-03,9999-01-01,Technique Leader
261574,Kauko,Benantar,1963-01-12,1986-08-10,9999-01-01,Senior Engineer
261576,Zsolt,Gaughan,1963-04-29,1987-10-25,9999-01-01,Engineer
261582,Ingemar,Leijenhorst,1963-09-21,1996-10-07,9999-01-01,Staff
261583,Vidya,Kinley,1964-10-11,1985-07-13,9999-01-01,Technique Leader
261612,Jiann,Stranks,1963-05-23,1994-05-13,9999-01-01,Senior Staff
261622,Tse,Valtorta,1964-03-30,1988-08-27,9999-01-01,Staff
261629,Radhika,Basart,1964-04-06,1999-02-17,9999-01-01,Assistant Engineer
261631,Jianhua,Huttel,1965-01-08,1998-02-23,9999-01-01,Engineer
261634,Torsten,Naumovich,1964-03-25,2001-07-23,9999-01-01,Staff
261636,Sugwoo,DiGiano,1963-02-14,1987-03-07,9999-01-01,Senior Staff
261637,Xianlong,Yurov,1963-09-22,1987-07-18,9999-01-01,Senior Engineer
261646,Gennady,Roison,1964-01-14,1994-06-26,9999-01-01,Engineer
261649,Valeska,Huttel,1964-08-16,1991-07-21,9999-01-01,Engineer
261656,Amalendu,Dehkordi,1963-06-10,1991-04-17,9999-01-01,Senior Engineer
261659,Gennady,Perl,1964-09-18,1993-03-13,9999-01-01,Senior Staff
261662,Berni,Assaf,1965-01-11,1989-09-08,9999-01-01,Senior Staff
261670,Leon,Borstler,1963-12-28,1998-08-14,9999-01-01,Staff
261675,Tamiya,Foong,1963-01-06,1990-06-07,9999-01-01,Senior Engineer
261682,Abdelkader,Polajnar,1963-02-02,1994-09-23,9999-01-01,Technique Leader
261684,Vasilii,Merey,1963-04-07,1996-12-26,9999-01-01,Engineer
261688,Xiadong,Schmittgen,1964-01-30,1996-11-23,9999-01-01,Engineer
261703,Shai,Hettesheimer,1964-02-13,1999-05-14,9999-01-01,Senior Engineer
261710,Khun,Ratnakar,1963-01-16,1987-02-02,9999-01-01,Assistant Engineer
261719,Geoffrey,Cappelli,1963-12-31,1995-06-25,9999-01-01,Engineer
261726,Subir,Schnabel,1963-08-17,1999-01-04,9999-01-01,Engineer
261727,Yefim,Hanabata,1964-08-24,1989-06-15,9999-01-01,Senior Staff
261731,Bader,Eiron,1964-07-13,1988-11-18,9999-01-01,Engineer
261737,Mark,Lindqvist,1965-01-23,1990-11-22,9999-01-01,Engineer
261742,Weiwu,Jonsson,1963-01-02,1997-12-15,9999-01-01,Staff
261757,Akeno,Schaaf,1963-12-23,1987-12-31,9999-01-01,Technique Leader
261763,Oldrich,Luan,1964-05-03,1990-08-17,9999-01-01,Engineer
261780,Chaosheng,Shrader,1963-12-30,1989-11-23,9999-01-01,Engineer
261790,Domenico,Waterhouse,1963-04-13,1985-11-19,9999-01-01,Engineer
261797,Tiina,Hoppenstand,1964-10-05,1994-08-24,9999-01-01,Engineer
261809,Geoff,Halevi,1964-07-27,1989-10-25,9999-01-01,Senior Staff
261818,Remko,Quaggetto,1963-12-10,1996-06-21,9999-01-01,Engineer
261835,Serge,Penttonen,1964-01-04,1999-08-24,9999-01-01,Staff
261854,Nimmagadda,Cronin,1963-09-25,1997-01-29,9999-01-01,Senior Engineer
261855,Ewing,Coullard,1964-06-15,1998-06-23,9999-01-01,Engineer
261863,Vincent,Vadhan,1964-03-10,1997-10-11,9999-01-01,Staff
261872,Uri,Falco,1963-03-08,1995-12-18,9999-01-01,Engineer
261880,Jaber,Neiman,1964-07-21,1993-06-26,9999-01-01,Senior Engineer
261884,Shooichi,Sidhu,1963-09-11,1986-01-19,9999-01-01,Senior Engineer
261889,Arno,Falby,1964-05-12,1989-08-11,9999-01-01,Engineer
261902,Quingbo,Angelopoulos,1963-01-16,1996-06-01,9999-01-01,Staff
261910,Sukumar,Kaltofen,1964-03-03,1990-05-08,9999-01-01,Senior Engineer
261913,Nahla,Fioravanti,1963-03-14,1998-09-08,9999-01-01,Assistant Engineer
261917,Kiyomitsu,Khalid,1964-11-22,1991-06-28,9999-01-01,Engineer
261940,Richara,Lorch,1963-12-05,1989-08-08,9999-01-01,Staff
261947,Goa,Picaronny,1964-12-13,1988-09-22,9999-01-01,Senior Engineer
261948,Masaru,Bonifati,1964-10-08,1994-03-24,9999-01-01,Senior Staff
261956,Przemyslawa,Kroha,1964-02-09,1996-09-11,9999-01-01,Senior Engineer
261973,Shigenori,Albarhamtoshy,1964-09-03,1998-05-01,9999-01-01,Staff
261986,Gila,Ramsak,1965-01-21,1997-05-13,9999-01-01,Senior Engineer
261988,Sakthirel,Jervis,1964-07-31,1998-05-31,9999-01-01,Engineer
261990,Volkmar,Czaja,1965-01-16,1992-04-01,9999-01-01,Staff
261999,Guoxiang,Werthner,1964-11-30,1991-12-23,9999-01-01,Senior Staff
262000,Chrisa,Genther,1963-08-15,1995-04-12,9999-01-01,Engineer
262017,Genevieve,Demizu,1964-06-22,1986-04-12,9999-01-01,Engineer
262031,Yongmao,England,1963-05-28,1988-11-22,9999-01-01,Senior Engineer
262062,Kamran,Rehfuss,1964-02-15,1988-11-10,9999-01-01,Senior Staff
262065,Leszek,Matheson,1963-01-07,2002-06-25,9999-01-01,Staff
262068,Divine,Angot,1963-03-14,1999-10-22,9999-01-01,Staff
262077,Chikara,Makrucki,1963-07-30,1988-11-06,9999-01-01,Assistant Engineer
262083,Koichi,Falco,1964-02-24,1993-04-02,9999-01-01,Senior Staff
262085,Pohua,Oberman,1964-06-16,2002-02-05,9999-01-01,Senior Staff
262086,Hairong,Limongiello,1963-07-23,1994-02-17,9999-01-01,Senior Staff
262094,Kankanahalli,Schwabacher,1964-08-25,1991-11-21,9999-01-01,Engineer
262123,Dipankar,Mitsuhashi,1963-10-19,1995-09-05,9999-01-01,Senior Staff
262130,Wuxu,Dengi,1964-02-27,1995-08-02,9999-01-01,Senior Engineer
262136,Eberhardt,Feldmann,1964-01-10,1993-06-27,9999-01-01,Senior Engineer
262138,Danny,Nicolson,1964-03-05,1988-09-06,9999-01-01,Staff
262140,Fan,Szemeredi,1964-01-27,1998-09-30,9999-01-01,Staff
262145,Diederik,Babb,1963-05-21,1986-04-07,9999-01-01,Staff
262156,Uinam,Perelgut,1963-02-20,1988-07-27,9999-01-01,Senior Staff
262167,Owen,Schmittgen,1963-11-09,1987-03-31,9999-01-01,Engineer
262169,Chiranjit,Trumbly,1964-11-14,1997-12-22,9999-01-01,Engineer
262177,Danel,Naudin,1963-11-27,1992-12-27,9999-01-01,Technique Leader
262179,Leandro,Schurmann,1963-02-27,1987-11-11,9999-01-01,Engineer
262195,Ranga,Alpin,1963-06-09,1990-03-26,9999-01-01,Senior Staff
262208,Mrinalini,Holburn,1965-01-16,1987-05-23,9999-01-01,Senior Staff
262210,Chinho,Bottner,1965-01-22,1985-07-29,9999-01-01,Engineer
262218,Tonia,Schiper,1963-09-02,1989-10-10,9999-01-01,Engineer
262229,Raimond,Raczkowsky,1963-09-23,1989-06-19,9999-01-01,Engineer
262234,Atreyi,Valtorta,1963-07-03,1992-10-02,9999-01-01,Senior Staff
262249,LiMin,Silva,1964-06-14,1988-11-24,9999-01-01,Staff
262254,Uinam,Uehara,1963-02-22,1995-11-20,9999-01-01,Senior Engineer
262266,Duke,Pagter,1964-08-29,1994-01-01,9999-01-01,Staff
262286,Sanjiv,Aumann,1963-10-11,1989-07-22,9999-01-01,Engineer
262299,Zita,Usdin,1963-09-07,1999-02-11,9999-01-01,Technique Leader
262300,Kenton,Bressoud,1964-01-26,1992-09-23,9999-01-01,Technique Leader
262303,Taegyun,Kruskal,1963-09-14,1993-05-24,9999-01-01,Senior Staff
262310,Adly,Erni,1963-09-09,1992-08-03,9999-01-01,Senior Engineer
262313,Ennio,Solovay,1963-11-16,1990-08-08,9999-01-01,Engineer
262328,Mayuko,Vural,1965-01-03,1997-12-24,9999-01-01,Staff
262329,Randi,Kaelbling,1964-04-09,2001-11-21,9999-01-01,Staff
262335,Sachin,Fiutem,1964-12-13,1999-09-15,9999-01-01,Staff
262337,Zhiguo,Olano,1963-04-21,1994-02-14,9999-01-01,Engineer
262346,Shigeichiro,Thimonier,1963-04-30,1998-11-01,9999-01-01,Engineer
262355,Martien,Matzov,1964-04-09,1990-07-14,9999-01-01,Senior Engineer
262356,Yuping,Bonifati,1963-06-18,1988-09-23,9999-01-01,Staff
262361,Palash,Pellegrinelli,1963-08-15,1987-06-14,9999-01-01,Senior Engineer
262367,Garnik,Terwilliger,1964-04-18,1996-02-26,9999-01-01,Engineer
262386,Leszek,Schwabacher,1964-01-12,1989-10-06,9999-01-01,Senior Engineer
262402,Perry,Kawashima,1964-10-15,1997-01-16,9999-01-01,Senior Staff
262409,Boriana,Kuzuoka,1964-12-01,1996-12-05,9999-01-01,Engineer
262418,Piyawadee,Pietrzykowski,1964-05-12,1985-12-03,9999-01-01,Staff
262421,Edwin,Chinen,1964-07-16,2000-07-06,9999-01-01,Senior Engineer
262425,Josyula,McClure,1964-12-17,1996-02-10,9999-01-01,Senior Staff
262431,Sigeru,Uludag,1964-07-16,1993-08-08,9999-01-01,Technique Leader
262439,Lorien,Lagarias,1965-01-30,1985-10-10,9999-01-01,Staff
262445,Guoxiang,Desikan,1964-07-11,1997-10-24,9999-01-01,Staff
262446,Haldon,Perfilyeva,1964-11-23,1991-08-16,9999-01-01,Senior Staff
262454,Yuuichi,Siksek,1963-11-06,1989-08-16,9999-01-01,Engineer
262456,Xiaobin,Stifter,1964-03-25,1987-05-03,9999-01-01,Senior Staff
262458,Tayeb,Toyoshima,1963-07-28,1999-04-28,9999-01-01,Engineer
262459,Masako,Welham,1963-07-20,1997-10-22,9999-01-01,Staff
262465,Kamran,Nyanchama,1964-07-19,1988-07-04,9999-01-01,Senior Staff
262472,Hugh,Gips,1964-07-16,2000-12-03,9999-01-01,Staff
262481,Rayond,Swiss,1963-02-09,1990-11-19,9999-01-01,Senior Engineer
262487,Marsal,Piazza,1964-05-15,1992-08-28,9999-01-01,Engineer
262491,Luerbio,Mahmud,1964-01-14,1999-03-28,9999-01-01,Senior Engineer
262493,Hausi,Dratva,1963-06-07,1998-02-23,9999-01-01,Senior Staff
262495,Uinam,Snyers,1963-05-04,1987-07-29,9999-01-01,Senior Engineer
262497,Sugwoo,Varman,1963-02-16,1989-04-06,9999-01-01,Engineer
262502,Kensei,Sudbeck,1963-10-16,1989-11-03,9999-01-01,Staff
262504,Make,Stasinski,1964-01-19,1999-09-17,9999-01-01,Staff
262529,Fai,Ducloy,1964-11-16,1997-10-06,9999-01-01,Senior Engineer
262540,True,Bisiani,1964-12-20,2002-03-31,9999-01-01,Technique Leader
262541,Roddy,Peltason,1964-09-05,1991-01-25,9999-01-01,Staff
262543,Hercules,Leaver,1963-10-02,1990-10-09,9999-01-01,Senior Staff
262555,Akeel,Gist,1964-12-22,1990-02-24,9999-01-01,Staff
262559,Przemyslawa,Kropatsch,1963-01-24,1991-03-26,9999-01-01,Senior Staff
262561,Gill,Feinberg,1963-02-01,1987-03-03,9999-01-01,Senior Staff
262569,Xiahua,Rande,1964-11-29,1997-07-10,9999-01-01,Senior Engineer
262577,Kshitij,Shimshoni,1964-08-23,1992-07-27,9999-01-01,Staff
262584,Lenore,Lunn,1964-05-01,1998-11-12,9999-01-01,Senior Engineer
262593,Berthier,Ertl,1963-09-09,1998-04-09,9999-01-01,Staff
262594,Owen,Boudaillier,1964-03-28,1997-03-20,9999-01-01,Senior Staff
262595,Hailing,Swift,1963-04-15,1992-05-04,9999-01-01,Engineer
262601,Yuguang,Mikschl,1963-11-05,1985-02-04,9999-01-01,Senior Staff
262605,Apostol,Douceur,1964-05-09,1985-11-10,9999-01-01,Senior Engineer
262606,Chinhyun,DiGiano,1964-06-12,1989-08-05,9999-01-01,Senior Staff
262613,Gennadi,Pouyioutas,1964-03-26,1997-03-07,9999-01-01,Engineer
262616,Eckart,Vesna,1964-02-28,1997-11-26,9999-01-01,Engineer
262621,Baoqiu,Kitsuregawa,1963-03-30,1990-09-27,9999-01-01,Senior Engineer
262627,Rosalie,Greenaway,1963-09-20,1994-07-12,9999-01-01,Staff
262629,Dayanand,Skrikant,1964-01-30,1993-04-01,9999-01-01,Engineer
262632,Gilbert,Bruckman,1964-10-26,1985-08-26,9999-01-01,Assistant Engineer
262636,Tamiya,Reutenauer,1965-01-04,1992-04-10,9999-01-01,Senior Engineer
262654,Shimshon,Dalphin,1964-08-10,1996-02-19,9999-01-01,Senior Staff
262655,Zhiwei,Cherinka,1963-02-03,1986-11-14,9999-01-01,Technique Leader
262658,Ewing,Brendel,1963-01-02,1988-01-06,9999-01-01,Senior Engineer
262664,Kayoko,Badr,1964-05-28,1989-04-02,9999-01-01,Senior Staff
262675,JoAnne,Krider,1963-08-12,1986-09-01,9999-01-01,Senior Staff
262681,Honesty,Veeraraghavan,1963-08-14,1987-06-07,9999-01-01,Engineer
262682,Iara,Heinisuo,1963-02-16,1987-07-24,9999-01-01,Engineer
262688,Kellyn,Restivo,1963-06-04,1989-07-02,9999-01-01,Senior Staff
262692,Gen,Hempstead,1964-02-10,1987-01-25,9999-01-01,Engineer
262693,Eberhardt,Kriebel,1964-01-18,1994-02-10,9999-01-01,Staff
262694,Mokhtar,Olivero,1963-07-08,1990-01-02,9999-01-01,Engineer
262698,Sanjiv,Szmurlo,1964-02-13,1989-04-25,9999-01-01,Engineer
262705,Lucien,Alpay,1964-06-08,1998-08-14,9999-01-01,Staff
262706,Filipp,Sifakis,1963-12-22,1997-01-24,9999-01-01,Staff
262710,Yongdong,Feldmann,1964-07-23,1987-03-02,9999-01-01,Engineer
262712,Eishiro,Noriega,1963-08-01,2000-12-05,9999-01-01,Senior Staff
262726,Constantino,Thebaut,1963-09-10,1989-06-10,9999-01-01,Engineer
262728,Isaac,Gecsel,1964-04-30,1988-12-19,9999-01-01,Engineer
262729,Nimmagadda,Gecsei,1963-02-12,1990-01-12,9999-01-01,Senior Staff
262731,Kendra,Hanabata,1964-05-07,1988-10-20,9999-01-01,Engineer
262752,Pramod,Bierman,1965-01-04,1997-12-12,9999-01-01,Engineer
262772,Ayakannu,Fairtlough,1963-09-15,1992-02-02,9999-01-01,Senior Staff
262780,Vincent,Munch,1963-10-25,1986-01-23,9999-01-01,Senior Staff
262784,Kenroku,Peris,1963-06-02,1999-12-09,9999-01-01,Senior Staff
262795,Franziska,Eugenio,1964-10-08,2000-12-17,9999-01-01,Senior Engineer
262808,Kerryn,Noriega,1964-02-05,1996-02-13,9999-01-01,Senior Engineer
262811,Maya,Hashii,1963-03-04,1999-02-26,9999-01-01,Senior Engineer
262816,Shaz,Choobineh,1964-01-05,1988-02-03,9999-01-01,Senior Engineer
262817,Kinh,Benveniste,1963-12-18,1995-05-25,9999-01-01,Senior Staff
262823,Richard,Hofman,1964-09-10,1987-06-23,9999-01-01,Engineer
262827,Angel,Harbusch,1964-03-22,1989-08-30,9999-01-01,Engineer
262828,Angel,Uehara,1963-08-21,1991-07-03,9999-01-01,Senior Engineer
262835,Nigel,Manders,1964-09-09,2001-06-13,9999-01-01,Senior Engineer
262840,Munehiko,Masaki,1964-04-25,1986-01-01,9999-01-01,Senior Engineer
262849,Sergi,Nicolson,1964-08-24,1989-07-26,9999-01-01,Senior Staff
262853,Oksana,Collette,1964-09-17,1989-04-01,9999-01-01,Engineer
262884,Ortrud,Zongker,1963-05-11,1998-10-20,9999-01-01,Engineer
262886,Cullen,Beznosov,1963-03-18,1991-04-12,9999-01-01,Engineer
262888,Ronnie,Kawashimo,1963-07-01,1988-10-26,9999-01-01,Senior Staff
262897,Neven,Swiss,1964-09-22,1994-07-21,9999-01-01,Staff
262901,Anwar,Gyimothy,1963-10-03,1997-08-16,9999-01-01,Staff
262905,Kwangho,Kilgore,1963-07-07,1985-07-24,9999-01-01,Senior Staff
262908,Mayuko,Jonsson,1964-04-22,1996-12-16,9999-01-01,Staff
262916,Tsvetan,Ramamoorthy,1964-12-07,1993-12-31,9999-01-01,Senior Engineer
262917,Monique,Lamma,1963-08-20,1986-03-05,9999-01-01,Senior Staff
262925,Toney,Deville,1963-08-17,1994-03-31,9999-01-01,Senior Engineer
262928,Piyush,Gill,1965-01-01,1995-02-20,9999-01-01,Engineer
262944,Anwar,Norsworthy,1963-02-07,1988-07-17,9999-01-01,Senior Staff
262964,Hidekazu,Itzigehl,1963-10-06,1999-08-25,9999-01-01,Staff
262966,Fox,Spataro,1963-01-10,2001-09-10,9999-01-01,Engineer
262973,Chrisa,Shrader,1964-11-30,1992-03-09,9999-01-01,Staff
262981,Berry,Matzov,1963-09-05,1990-06-17,9999-01-01,Staff
262984,Rajmohan,Onuegbe,1963-11-30,1985-02-03,9999-01-01,Engineer
263012,Hideo,Buchter,1965-01-09,1999-05-01,9999-01-01,Staff
263017,Augustine,Radwan,1964-05-10,1989-04-25,9999-01-01,Senior Engineer
263027,Katsuo,Couchot,1963-11-26,1997-07-13,9999-01-01,Engineer
263035,Elvis,Milicia,1963-09-13,1985-02-23,9999-01-01,Senior Staff
263055,Nahum,Serna,1964-06-13,1991-02-07,9999-01-01,Senior Staff
263075,Alenka,Koshino,1964-11-05,1992-02-05,9999-01-01,Senior Engineer
263078,Kristine,Vieth,1963-06-28,1986-04-12,9999-01-01,Senior Staff
263079,Moto,Alameldin,1963-10-21,1995-12-17,9999-01-01,Senior Staff
263086,Xiaopeng,Kulisch,1964-03-16,1985-07-08,9999-01-01,Senior Engineer
263089,Adly,Snedden,1964-08-13,1993-10-12,9999-01-01,Senior Staff
263095,Joydip,Nicolson,1964-11-08,1989-03-04,9999-01-01,Engineer
263100,Pranay,Flanders,1964-05-15,1992-08-04,9999-01-01,Staff
263114,Karoline,Takkinen,1964-11-04,2000-05-24,9999-01-01,Staff
263115,Takanari,Lunn,1964-02-02,1987-04-25,9999-01-01,Senior Engineer
263120,Djelloul,Gomatam,1964-07-10,1998-10-13,9999-01-01,Engineer
263128,Yagil,Pappas,1964-06-29,1994-04-01,9999-01-01,Staff
263129,Takushi,Monarch,1963-07-13,1993-02-03,9999-01-01,Senior Engineer
263161,Jungsoon,Boyle,1963-11-27,1999-07-20,9999-01-01,Engineer
263170,Goetz,Lundstrom,1964-03-10,1990-07-11,9999-01-01,Engineer
263172,Lobel,Jansch,1964-09-05,1997-04-03,9999-01-01,Engineer
263177,Yucel,Schlumberger,1964-04-27,1999-09-26,9999-01-01,Engineer
263179,Lubomir,Lundstrom,1963-11-19,1989-05-12,9999-01-01,Technique Leader
263184,Shahab,Avouris,1964-04-11,1995-09-25,9999-01-01,Staff
263186,Danny,Lowrie,1965-01-22,1995-09-13,9999-01-01,Technique Leader
263189,Prasadram,Danecki,1963-11-23,1986-05-18,9999-01-01,Senior Engineer
263192,Xianlong,Mayerwieser,1964-03-14,1994-04-18,9999-01-01,Senior Engineer
263193,Breannda,Hooghiemstra,1963-02-10,2001-07-06,9999-01-01,Senior Engineer
263222,Byong,Rosca,1964-01-19,1992-12-22,9999-01-01,Technique Leader
263225,Ioana,Kusakari,1963-11-03,1991-05-03,9999-01-01,Staff
